Week Ending Date,Weekday,Billable Units,Billable Amount,Billable ASP,Ecommerce Units,Ecommerce Amount,Ecommerce ASP,Total Units,Total Amount,Total ASP,Ecomm %,Unnamed: 12,Ecomm 2 WK,Ecomm 13 WK,Unnamed: 15,Demand Fulfillment Buffer,Unnamed: 17,Unnamed: 18,Unnamed: 19,Demand Fulfillment,Unnamed: 21,Unnamed: 22,Unnamed: 23
2022-12-24,Wednesday,10822,2528869.8,233.67859914987986,928,113404.15,122.20274784482758,11750,2642273.9499999997,224.87437872340422,0.07897872340425532,,,,,,,,,,,,
2022-12-24,Thursday,9562,2184989.62,228.50759464547167,791,108421.53,137.06893805309736,10353,2293411.15,221.5214092533565,0.07640297498309669,,,,,,,,,,,,
2022-12-24,Friday,9424,2132216.73,226.25389749575552,532,77092.99,144.9116353383459,9956,2209309.72,221.90736440337486,0.05343511450381679,,,,,,,,,,,,
2022-12-24,Saturday,2568,649864.19,253.06237928348907,4,274.63,68.6575,2572,650138.82,252.77559097978224,0.0015552099533437014,,,,,,,,,,,,
2022-12-17,Total,71348,15549411.59,217.93759586813925,6477,880921.25,136.00760382893316,77825,16430332.84,211.1189571474462,0.08322518470928365,,,,,,,,,,,,
2022-12-17,Sunday,1736,412747.87,237.75798963133641,678,88724.47,130.86205014749262,2414,501472.33999999997,207.73502071251033,0.28086164043082024,,,,,,,,,,,,
2022-12-17,Monday,9534,2115613.17,221.9019477658905,1487,190937.2,128.40430396772024,11021,2306550.37,209.2868496506669,0.13492423555031305,,,,,,,,,,,,
2022-12-17,Tuesday,12791,2771686.4,216.69036040966304,1069,147121.04,137.62492048643594,13860,2918807.44,210.59216738816738,0.07712842712842713,,,,,,,,,,,,
2022-12-17,Wednesday,11537,2404097.34,208.38149778972002,846,116676.62,137.91562647754137,12383,2520773.96,203.56730679156908,0.06831947024146007,,,,,,,,,,,,
2022-12-17,Thursday,15283,3135383.67,205.15498724072498,745,106725.57,143.25579865771812,16028,3242109.2399999998,202.2778412777639,0.046481157973546294,,,,,,,,,,,,
2022-12-17,Friday,11997,2753864.65,229.54610736017338,1033,147658.38,142.941316553727,13030,2901523.03,222.68020184190328,0.07927858787413661,,,,,,,,,,,,
2022-12-17,Saturday,8470,1956018.49,230.93488665879576,619,83077.97,134.21319870759288,9089,2039096.46,224.3477236219606,0.06810430190339971,,,,,,,,,,,,
2022-12-10,Total,60400,13500498.78,223.5181917218543,6680,903415.14,135.2417874251497,67080,14403913.92,214.72739892665473,0.09958258795468097,,,,,,,,,,,,
2022-12-10,Sunday,1669,337180.16,202.02526063511084,143,19900.39,139.16356643356642,1812,357080.55,197.06432119205297,0.07891832229580574,,,,,,,,,,,,
2022-12-10,Monday,9116,2032778.76,222.9902106186924,2139,270302.28,126.36852734922863,11255,2303081.04,204.62736916925812,0.1900488671701466,,,,,,,,,,,,
2022-12-10,Tuesday,10459,2187838.33,209.182362558562,871,125540.12,144.13331802525832,11330,2313378.45,204.18168137687556,0.07687555163283319,,,,,,,,,,,,
2022-12-10,Wednesday,8439,1928795.46,228.5573480270174,980,136607.03,139.39492857142858,9419,2065402.49,219.28044272215735,0.10404501539441555,,,,,,,,,,,,
2022-12-10,Thursday,11663,2633226.05,225.7760481865729,842,121855.19,144.72112826603325,12505,2755081.2399999998,220.31837185125949,0.06733306677329068,,,,,,,,,,,,
2022-12-10,Friday,9745,2189295.26,224.65831298101588,1110,147147.35,132.5651801801802,10855,2336442.61,215.24114325195762,0.10225702441271303,,,,,,,,,,,,
2022-12-10,Saturday,9309,2191384.76,235.40495864217422,595,82062.78,137.92063865546217,9904,2273447.5399999996,229.54841882067848,0.0600767366720517,,,,,,,,,,,,
2022-12-03,Total,67117,14670676.93,218.5836215861853,10664,1439815.5,135.01645723930983,77781,16110492.43,207.1263217238143,0.13710289145163987,,,,,,,,,,,,
2022-12-03,Sunday,2650,594671.99,224.4045245283019,2147,288654.52,134.44551467163484,4797,883326.51,184.14144465290806,0.447571398790911,,,,,,,,,,,,
2022-12-03,Monday,10111,2339521.75,231.38381465730393,1701,217344.99,127.77483245149911,11812,2556866.74,216.4634896715205,0.14400609549610566,,,,,,,,,,,,
2022-12-03,Tuesday,11261,2389711.85,212.21133558298553,1832,267320.17,145.9171233624454,13093,2657032.02,202.93531047124418,0.13992209577636905,,,,,,,,,,,,
2022-12-03,Wednesday,12356,2598317.38,210.287907089673,1703,239892.67,140.8647504403993,14059,2838210.05,201.8785155416459,0.12113237072338004,,,,,,,,,,,,
2022-12-03,Thursday,10623,2367957.62,222.9085587875365,1233,152649.08,123.80298459042983,11856,2520606.7,212.60177968960866,0.10399797570850203,,,,,,,,,,,,
2022-12-03,Friday,11804,2515495.31,213.10532954930534,1256,166251.17,132.3655812101911,13060,2681746.48,205.3404655436447,0.09617151607963247,,,,,,,,,,,,
2022-12-03,Saturday,8312,1865001.03,224.37452237728584,792,107702.9,135.9885101010101,9104,1972703.93,216.68540531634446,0.08699472759226713,,,,,,,,,,,,
2022-11-26,Total,49535,11033150.52,222.734440698496,9581,1323167.12,138.10323765786453,59116,12356317.64,209.01816158062115,0.1620711820826849,,,,,,,,,,,,
2022-11-26,Sunday,1648,475993.58,288.83105582524274,1397,192353.33,137.69028632784537,3045,668346.91,219.4899540229885,0.45878489326765187,,,,,,,,,,,,
2022-11-26,Monday,9011,2113201.49,234.51353789812453,1210,155879.74,128.82623140495866,10221,2269081.2300000004,222.0018814206047,0.1183837197925839,,,,,,,,,,,,
2022-11-26,Tuesday,10770,2387389.35,221.67032033426185,911,126582.2,138.94862788144894,11681,2513971.5500000003,215.21886396712614,0.07798989812516052,,,,,,,,,,,,
2022-11-26,Wednesday,11460,2449613.64,213.7533717277487,1067,152437.12,142.86515463917524,12527,2602050.7600000002,207.71539554562148,0.08517601979723796,,,,,,,,,,,,
2022-11-26,Thursday,5049,1063342.83,210.60464052287583,1,163.96,163.96,5050,1063506.79,210.59540396039606,0.00019801980198019803,,,,,,,,,,,,
2022-11-26,Friday,5568,1249727.25,224.4481411637931,2430,336285.26,138.38899588477366,7998,1586012.51,198.30113903475868,0.3038259564891223,,,,,,,,,,,,
2022-11-26,Saturday,6029,1293882.38,214.60978271686844,2565,359465.51,140.14249902534112,8594,1653347.89,192.38397602978822,0.2984640446823365,,,,,,,,,,,,
2022-11-19,Total,56362,12229350.71,216.97865068663285,7188,917976.01,127.70951725097385,63550,13147326.72,206.8816163650669,0.11310778914240756,,,,,,,,,,,,
2022-11-19,Sunday,928,187584.73,202.1387176724138,824,108586.78,131.78007281553397,1752,296171.51,169.04766552511416,0.4703196347031963,,,,,,,,,,,,
2022-11-19,Monday,7800,1727880.31,221.52311666666668,1550,192254.29,124.03502580645161,9350,1920134.6,205.36198930481285,0.1657754010695187,,,,,,,,,,,,
2022-11-19,Tuesday,11650,2652729.36,227.70209098712445,975,137538.5,141.06512820512822,12625,2790267.86,221.01131564356436,0.07722772277227723,,,,,,,,,,,,
2022-11-19,Wednesday,11666,2450289.77,210.03683953368764,1225,150159.47,122.57915918367347,12891,2600449.24,201.72595143898846,0.0950275385928167,,,,,,,,,,,,
2022-11-19,Thursday,9668,2065447.85,213.63755171700456,1210,158395.09,130.90503305785123,10878,2223842.94,204.43490899062328,0.11123368266225409,,,,,,,,,,,,
2022-11-19,Friday,9687,2081637.84,214.88983586249614,949,115980.68,122.2135721812434,10636,2197618.52,206.62077096652877,0.08922527265889432,,,,,,,,,,,,
2022-11-19,Saturday,4963,1063780.85,214.34230304251463,455,55061.2,121.01362637362637,5418,1118842.05,206.5046234772979,0.08397932816537468,,,,,,,,,,,,
2022-11-12,Total,61539,13838554.44,224.87454199775752,6501,837550.54,128.83410859867712,68040,14676104.98,215.69819194591417,0.09554673721340388,,,,,,,,,,,,
2022-11-12,Sunday,1545,335796.17,217.3437993527508,455,56205.99,123.52964835164835,2000,392002.16,196.00107999999997,0.2275,,,,,,,,,,,,
2022-11-12,Monday,11063,2432015.02,219.83322968453405,1978,248893.78,125.83103134479272,13041,2680908.8,205.5754006594586,0.15167548500881833,,,,,,,,,,,,
2022-11-12,Tuesday,10670,2456271.44,230.20350890346765,813,102004.65,125.46697416974169,11483,2558276.09,222.7881294086911,0.07080031350692328,,,,,,,,,,,,
2022-11-12,Wednesday,10931,2456803.51,224.75560424480832,911,122573.36,134.548144895719,11842,2579376.8699999996,217.81598294207058,0.07692957270731296,,,,,,,,,,,,
2022-11-12,Thursday,8812,1968425.27,223.38008057194736,1010,130558.94,129.26627722772278,9822,2098984.21,213.70232233760944,0.10283038077784565,,,,,,,,,,,,
2022-11-12,Friday,9492,2107037.21,221.98032132321956,897,118524.2,132.1340022296544,10389,2225561.41,214.22287130618926,0.08634132255269997,,,,,,,,,,,,
2022-11-12,Saturday,9026,2082205.82,230.68976512297806,437,58789.62,134.5300228832952,9463,2140995.44,226.24912184296733,0.04617985839585755,,,,,,,,,,,,
2022-11-05,Total,61648,14084845.54,228.47205975862963,5382,734943.5,136.555834262356,67030,14819789.04,221.09188482768909,0.08029240638520066,,,,,,,,,,,,
2022-11-05,Sunday,1166,257447.39,220.7953602058319,618,84171.66,136.20009708737865,1784,341619.05000000005,191.4904988789238,0.34641255605381166,,,,,,,,,,,,
2022-11-05,Monday,11646,2639421.4,226.6375923063713,1062,139108.41,130.9872033898305,12708,2778529.81,218.64414620711364,0.08356940509915015,,,,,,,,,,,,
2022-11-05,Tuesday,9775,2274945.24,232.73097084398978,654,88155.54,134.79440366972477,10429,2363100.7800000003,226.58939303864227,0.06270975165404162,,,,,,,,,,,,
2022-11-05,Wednesday,12136,2767225.73,228.01794083717863,823,115026.17,139.7644835965978,12959,2882251.9,222.41314144609922,0.06350798672737094,,,,,,,,,,,,
2022-11-05,Thursday,11464,2592167.35,226.11369068387998,894,120514.15,134.80329977628634,12358,2712681.5,219.50813238388088,0.07234180288072503,,,,,,,,,,,,
2022-11-05,Friday,8961,2060890.92,229.98447941078004,972,134777.69,138.66017489711933,9933,2195668.61,221.04788180811434,0.09785563273935367,,,,,,,,,,,,
2022-11-05,Saturday,6500,1492747.51,229.6534630769231,359,53189.88,148.16122562674093,6859,1545937.39,225.38816008164454,0.05233999125236915,,,,,,,,,,,,
2022-10-29,Total,58469,12644221.3,216.25513177923347,5557,741039.14,133.35237358286847,64026,13385260.440000001,209.0597638459376,0.08679286539843188,,,,,,,,,,,,
2022-10-29,Sunday,2399,525591.5,219.08774489370572,595,82232.7,138.20621848739495,2994,607824.2,203.01409485637942,0.1987307949231797,,,,,,,,,,,,
2022-10-29,Monday,8291,1868180.39,225.32630442648653,1078,136418.82,126.54807050092765,9369,2004599.21,213.9608506777671,0.11506030526203437,,,,,,,,,,,,
2022-10-29,Tuesday,10535,2314256.49,219.6731362126246,789,99295.7,125.85006337135614,11324,2413552.1900000004,213.13601112681036,0.0696750264924055,,,,,,,,,,,,
2022-10-29,Wednesday,12202,2686415.55,220.16190378626453,821,114015.84,138.8743483556638,13023,2800431.3899999997,215.03734853720337,0.063042309759656,,,,,,,,,,,,
2022-10-29,Thursday,11359,2302258.57,202.68144819086186,911,124850.67,137.04793633369923,12270,2427109.2399999998,197.8084140179299,0.07424612876935616,,,,,,,,,,,,
2022-10-29,Friday,8357,1764425.16,211.13140600694027,943,122251.43,129.6409650053022,9300,1886676.5899999999,202.8684505376344,0.10139784946236559,,,,,,,,,,,,
2022-10-29,Saturday,5326,1183093.64,222.13549380398047,420,61973.98,147.55709523809526,5746,1245067.6199999999,216.68423599025408,0.07309432648799165,,,,,,,,,,,,
2022-10-22,Total,53971,12041970.71,223.11928091011842,5475,718617.49,131.25433607305936,59446,12760588.200000001,214.65848332940823,0.0921003936345591,,,,,,,,,,,,
2022-10-22,Sunday,3394,709790.92,209.1310901591043,730,92066.37,126.11831506849315,4124,801857.29,194.4367822502425,0.17701260911736177,,,,,,,,,,,,
2022-10-22,Monday,8224,1902412.26,231.32444795719846,857,115006.98,134.19717619603267,9081,2017419.24,222.1582689131153,0.0943728664244026,,,,,,,,,,,,
2022-10-22,Tuesday,9543,2170922.43,227.4884658912292,824,100094.07,121.47338592233011,10367,2271016.5,219.062071959101,0.07948297482396065,,,,,,,,,,,,
2022-10-22,Wednesday,10048,2306819.54,229.5799701433121,875,104360.52,119.26916571428572,10923,2411180.06,220.74339100979586,0.08010619793097135,,,,,,,,,,,,
2022-10-22,Thursday,9426,2042215.8,216.65773392743475,816,105326.3,129.0763480392157,10242,2147542.1,209.6799550868971,0.07967193907439953,,,,,,,,,,,,
2022-10-22,Friday,8676,1861135.31,214.5153653757492,674,101880.85,151.15853115727003,9350,1963016.1600000001,209.94825240641714,0.0720855614973262,,,,,,,,,,,,
2022-10-22,Saturday,4660,1048674.45,225.0374356223176,699,99882.4,142.89327610872675,5359,1148556.8499999999,214.32298003358832,0.13043478260869565,,,,,,,,,,,,
2022-10-15,Total,55260,12085356.28,218.69989648932318,6445,827535.91,128.39967571761056,61705,12912892.19,209.2681661129568,0.10444858601409934,,,,,,,,,,,,
2022-10-15,Sunday,2356,501398.69,212.81778013582343,1048,126019.31,120.24743320610686,3404,627418.0,184.31786133960048,0.3078730904817861,,,,,,,,,,,,
2022-10-15,Monday,10536,2244545.74,213.03585231586942,818,102389.87,125.17099022004889,11354,2346935.6100000003,206.70562004579887,0.07204509423991545,,,,,,,,,,,,
2022-10-15,Tuesday,10180,2176849.12,213.83586640471515,1039,132704.89,127.72366698748799,11219,2309554.0100000002,205.86095106515734,0.09261074962117836,,,,,,,,,,,,
2022-10-15,Wednesday,10143,2208132.22,217.70011042098,1139,142989.55,125.53955223880595,11282,2351121.77,208.39583141287005,0.10095727707853218,,,,,,,,,,,,
2022-10-15,Thursday,8811,1962363.56,222.71746226308025,1046,143714.92,137.39476099426386,9857,2106078.48,213.6632322207568,0.10611747996347773,,,,,,,,,,,,
2022-10-15,Friday,7631,1682990.65,220.5465404272048,458,61123.51,133.45744541484717,8089,1744114.16,215.615547039189,0.056620101372233896,,,,,,,,,,,,
2022-10-15,Saturday,5603,1309076.3,233.63846153846154,897,118593.86,132.21166109253065,6500,1427670.1600000001,219.6415630769231,0.138,,,,,,,,,,,,
2022-10-08,Total,64415,14013917.88,217.55674734145774,5852,746241.32,127.51902255639096,70267,14760159.200000001,210.05819516985216,0.08328233737031608,,,,,,,,,,,,
2022-10-08,Sunday,1899,409759.36,215.77638757240652,1023,124564.09,121.76352883675465,2922,534323.45,182.862234770705,0.35010266940451745,,,,,,,,,,,,
2022-10-08,Monday,9907,2150339.59,217.05254769355,986,118093.68,119.77046653144015,10893,2268433.27,208.2468805655008,0.09051684568071239,,,,,,,,,,,,
2022-10-08,Tuesday,12352,2573908.0,208.37985751295338,962,119233.89,123.9437525987526,13314,2693141.89,202.27894622202194,0.0722547694156527,,,,,,,,,,,,
2022-10-08,Wednesday,11288,2448940.11,216.9507538979447,739,84465.79,114.29741542625169,12027,2533405.9,210.64321110833956,0.06144508189906045,,,,,,,,,,,,
2022-10-08,Thursday,12221,2709421.03,221.70207266181163,1210,177235.18,146.47535537190083,13431,2886656.21,214.92489092398182,0.09009009009009009,,,,,,,,,,,,
2022-10-08,Friday,10620,2301380.72,216.70251600753298,784,101388.31,129.32182397959184,11404,2402769.0300000003,210.69528498772362,0.0687478077867415,,,,,,,,,,,,
2022-10-08,Saturday,6128,1420169.07,231.75082734986947,148,21260.38,143.65121621621623,6276,1441429.45,229.67327119184193,0.023581899298916506,,,,,,,,,,,,
2022-10-01,Total,62184,13281472.24,213.58343368068958,5685,747626.53,131.50862445030782,67869,14029098.77,206.70849386317758,0.08376431065729567,,,,,,,,,,,,
2022-10-01,Sunday,1900,382255.64,201.18717894736844,1022,130369.58,127.56318982387475,2922,512625.22000000003,175.43642026009584,0.34976043805612594,,,,,,,,,,,,
2022-10-01,Monday,10818,2314205.62,213.9217618783509,876,116413.95,132.89263698630137,11694,2430619.5700000003,207.85185308705323,0.07491021036428938,,,,,,,,,,,,
2022-10-01,Tuesday,9766,2191914.94,224.4434712267049,995,137075.35,137.76417085427136,10761,2328990.29,216.42879750952514,0.09246352569463805,,,,,,,,,,,,
2022-10-01,Wednesday,11017,2362877.91,214.4756204048289,719,91067.34,126.65833101529903,11736,2453945.25,209.09553936605317,0.06126448534423994,,,,,,,,,,,,
2022-10-01,Thursday,11854,2457925.51,207.34988274000335,951,124212.53,130.61254468980022,12805,2582138.0399999996,201.65076454509955,0.07426786411557985,,,,,,,,,,,,
2022-10-01,Friday,8103,1698471.56,209.6102135011724,696,96041.68,137.99091954022987,8799,1794513.24,203.9451346743948,0.0790998977156495,,,,,,,,,,,,
2022-10-01,Saturday,8726,1873821.06,214.73997937199175,426,52446.1,123.11291079812206,9152,1926267.1600000001,210.47499562937065,0.0465472027972028,,,,,,,,,,,,
2022-09-24,Total,63099,13538847.57,214.5651685446679,5454,735618.45,134.87687018701868,68553,14274466.02,208.2252566627281,0.07955888144938952,,,,,,,,,,,,
2022-09-24,Sunday,1517,342411.44,225.71617666446934,669,91302.9,136.47668161434976,2186,433714.33999999997,198.40546203110702,0.3060384263494968,,,,,,,,,,,,
2022-09-24,Monday,11268,2496505.36,221.55709620163293,1147,147569.29,128.65674803836094,12415,2644074.65,212.97419653644783,0.09238824003221908,,,,,,,,,,,,
2022-09-24,Tuesday,11677,2368310.0,202.81836088036312,915,124986.5,136.59726775956284,12592,2493296.5,198.00639294790344,0.07266518424396443,,,,,,,,,,,,
2022-09-24,Wednesday,10843,2381226.66,219.60957852992715,892,116646.57,130.76969730941704,11735,2497873.23,212.85668768640818,0.076011930123562,,,,,,,,,,,,
2022-09-24,Thursday,11977,2554722.39,213.30236202721883,791,117673.88,148.76596713021493,12768,2672396.27,209.30421914160402,0.06195175438596491,,,,,,,,,,,,
2022-09-24,Friday,8957,1933689.54,215.88584794015853,877,113428.05,129.33643101482326,9834,2047117.59,208.16733679072607,0.08918039454952206,,,,,,,,,,,,
2022-09-24,Saturday,6860,1461982.18,213.1169358600583,163,24011.26,147.3083435582822,7023,1485993.44,211.589554321515,0.023209454649010395,,,,,,,,,,,,
2022-09-17,Total,69075,15544760.2,225.04176909156712,5689,762591.83,134.04672701705044,74764,16307352.03,218.11770410892942,0.07609277192231555,,,,,,,,,,,,
2022-09-17,Sunday,2953,713933.42,241.76546562817475,814,112233.96,137.87955773955775,3767,826167.38,219.31706397663925,0.21608707194053622,,,,,,,,,,,,
2022-09-17,Monday,10927,2681774.83,245.42645099295325,963,125913.62,130.75142263759085,11890,2807688.45,236.13864171572752,0.08099243061396132,,,,,,,,,,,,
2022-09-17,Tuesday,12062,2687727.49,222.82602304758748,1047,133238.26,127.25717287488062,13109,2820965.75,215.19305439011367,0.07986879243267984,,,,,,,,,,,,
2022-09-17,Wednesday,13400,2996577.06,223.6251537313433,799,103894.79,130.03102628285356,14199,3100471.85,218.35846538488627,0.05627156842031129,,,,,,,,,,,,
2022-09-17,Thursday,12893,2691503.79,208.75698363453037,758,98894.64,130.46786279683377,13651,2790398.43,204.40981832832762,0.055527067614094205,,,,,,,,,,,,
2022-09-17,Friday,9811,2203609.04,224.6059565793497,698,98114.6,140.56532951289398,10509,2301723.64,219.0240403463698,0.06641925968217718,,,,,,,,,,,,
2022-09-17,Saturday,7029,1569634.57,223.30837530231898,610,90301.96,148.036,7639,1659936.53,217.29762141641575,0.0798533839507789,,,,,,,,,,,,
2022-09-10,Total,58360,13079751.82,224.12186120630568,6659,920227.83,138.1930965610452,65019,13999979.65,215.32136221719804,0.10241621679816669,,,,,,,,,,,,
2022-09-10,Sunday,2790,597861.81,214.2873870967742,564,83782.97,148.55136524822694,3354,681644.78,203.2333870005963,0.16815742397137745,,,,,,,,,,,,
2022-09-10,Monday,8226,1786762.04,217.20909798200827,1312,184629.77,140.7239100609756,9538,1971391.81,206.6881746697421,0.13755504298595092,,,,,,,,,,,,
2022-09-10,Tuesday,9762,2157793.53,221.0401075599262,1879,271276.74,144.37293241085683,11641,2429070.2699999996,208.66508633278923,0.16141224980671764,,,,,,,,,,,,
2022-09-10,Wednesday,11367,2554305.51,224.7123700184745,855,115284.23,134.8353567251462,12222,2669589.7399999998,218.42495009000163,0.06995581737849779,,,,,,,,,,,,
2022-09-10,Thursday,11071,2445641.44,220.90519736247853,831,106478.85,128.13339350180507,11902,2552120.29,214.4278516215762,0.06982019828600235,,,,,,,,,,,,
2022-09-10,Friday,9153,2193935.58,239.69579154375614,716,94342.67,131.76350558659217,9869,2288278.25,231.86525990475226,0.0725504103759246,,,,,,,,,,,,
2022-09-10,Saturday,5991,1343451.91,224.24501919545983,502,64432.6,128.35179282868526,6493,1407884.51,216.8311273679347,0.07731403049437856,,,,,,,,,,,,
2022-09-03,Total,58936,13421433.9,227.72895853128819,5721,780751.65,136.47118510749868,64657,14202185.55,219.65426094622393,0.08848229890035109,,,,,,,,,,,,
2022-09-03,Sunday,1959,456438.27,232.9955436447167,571,74401.7,130.30070052539403,2530,530839.97,209.8181699604743,0.22569169960474308,,,,,,,,,,,,
2022-09-03,Monday,11875,2656333.84,223.69127073684209,1151,149116.59,129.55394439617723,13026,2805450.4299999997,215.37313296483953,0.08836173806233687,,,,,,,,,,,,
2022-09-03,Tuesday,9946,2339052.06,235.17515181982708,838,114438.17,136.56106205250597,10784,2453490.23,227.5120762240356,0.07770771513353116,,,,,,,,,,,,
2022-09-03,Wednesday,11958,2741355.26,229.24864191336343,894,121338.18,135.72503355704697,12852,2862693.44,222.74303143479614,0.06956115779645192,,,,,,,,,,,,
2022-09-03,Thursday,10447,2405578.84,230.26503685268497,786,118760.59,151.0948982188295,11233,2524339.4299999997,224.7253120270631,0.06997240274192112,,,,,,,,,,,,
2022-09-03,Friday,7879,1772605.28,224.97845919532935,640,87493.25,136.708203125,8519,1860098.53,218.3470512971006,0.07512618851977931,,,,,,,,,,,,
2022-09-03,Saturday,4872,1050070.35,215.53168103448277,841,115203.17,136.98355529131985,5713,1165273.52,203.96875897076842,0.14720812182741116,,,,,,,,,,,,
2022-08-27,Total,59525,13260531.48,222.7724734145317,6702,870757.87,129.92507758877946,66227,14131289.35,213.37655865432527,0.10119739683210775,,,,,,,,,,,,
2022-08-27,Sunday,2902,659878.85,227.38761199172984,1050,130732.18,124.5068380952381,3952,790611.03,200.05339827935222,0.26568825910931176,,,,,,,,,,,,
2022-08-27,Monday,10849,2304532.1,212.41884966356346,1440,178625.89,124.04575694444445,12289,2483157.99,202.06347058344863,0.11717796403287493,,,,,,,,,,,,
2022-08-27,Tuesday,10230,2231896.02,218.1716539589443,1127,148522.21,131.78545696539484,11357,2380418.23,209.59921017874439,0.09923395262833495,,,,,,,,,,,,
2022-08-27,Wednesday,10178,2280143.4,224.0266653566516,1088,154201.16,141.72900735294118,11266,2434344.56,216.07887093910884,0.09657376176105095,,,,,,,,,,,,
2022-08-27,Thursday,11698,2601710.83,222.40646520772782,856,114600.65,133.87926401869157,12554,2716311.48,216.37019913971642,0.068185438903935,,,,,,,,,,,,
2022-08-27,Friday,7686,1678560.04,218.39188654696852,660,85240.46,129.15221212121213,8346,1763800.5,211.33483105679366,0.07907979870596693,,,,,,,,,,,,
2022-08-27,Saturday,5982,1503810.24,251.3892076228686,481,58835.32,122.3187525987526,6463,1562645.56,241.78331425034816,0.07442364227139099,,,,,,,,,,,,
2022-08-20,Total,53633,12088500.63,225.3929601178379,5750,779865.62,135.62880347826086,59383,12868366.25,216.7011813145176,0.09682905882154826,,,,,,,,,,,,
2022-08-20,Sunday,2014,471469.87,234.0962611717974,845,116990.64,138.45046153846152,2859,588460.51,205.82739069604756,0.29555788737320743,,,,,,,,,,,,
2022-08-20,Monday,9910,2167832.28,218.75199596367304,1056,143569.77,135.95622159090908,10966,2311402.05,210.7789576873974,0.09629764727339048,,,,,,,,,,,,
2022-08-20,Tuesday,7788,1900504.59,244.0298651771957,1052,145141.54,137.96724334600762,8840,2045646.1300000001,231.40793325791856,0.11900452488687782,,,,,,,,,,,,
2022-08-20,Wednesday,10775,2359870.43,219.01349698375873,756,104840.57,138.67800264550266,11531,2464711.0,213.74650940941808,0.0655623970167375,,,,,,,,,,,,
2022-08-20,Thursday,9730,2241686.84,230.38919218910584,862,113322.87,131.46504640371228,10592,2355009.71,222.3385300226586,0.0813821752265861,,,,,,,,,,,,
2022-08-20,Friday,7473,1700240.17,227.51775324501537,760,106810.47,140.54009210526317,8233,1807050.64,219.48872100085023,0.09231142961253493,,,,,,,,,,,,
2022-08-20,Saturday,5943,1246896.45,209.8092629984856,419,49189.76,117.39799522673032,6362,1296086.21,203.72307607670544,0.06585979251807608,,,,,,,,,,,,
2022-08-13,Total,55793,12135062.62,217.5015256394171,6355,852145.74,134.0905963808025,62148,12987208.36,208.97226555963184,0.1022559052584154,,,,,,,,,,,,
2022-08-13,Sunday,2747,585784.55,213.24519475791774,766,105703.22,137.99375979112273,3513,691487.77,196.83682607458013,0.21804725306006262,,,,,,,,,,,,
2022-08-13,Monday,9215,2124021.5,230.49609332609876,1206,160876.76,133.39698175787728,10421,2284898.26,219.2590212071778,0.11572785721140005,,,,,,,,,,,,
2022-08-13,Tuesday,8923,1966741.04,220.41253390115432,687,92115.05,134.0830422125182,9610,2058856.09,214.2410083246618,0.07148803329864724,,,,,,,,,,,,
2022-08-13,Wednesday,10726,2331358.34,217.35580272235688,1409,182398.62,129.45253371185237,12135,2513756.96,207.14931685208074,0.11611042439225382,,,,,,,,,,,,
2022-08-13,Thursday,9526,2058544.15,216.09743334033172,852,113180.91,132.84144366197182,10378,2171725.06,209.26238774330315,0.0820967431104259,,,,,,,,,,,,
2022-08-13,Friday,8316,1747490.53,210.13594636844638,658,85568.29,130.04299392097263,8974,1833058.82,204.26329618899044,0.07332293291731669,,,,,,,,,,,,
2022-08-13,Saturday,6340,1321122.51,208.37894479495267,777,112302.89,144.53396396396397,7117,1433425.4,201.4086553323029,0.10917521427567796,,,,,,,,,,,,
2022-08-06,Total,55793,12461558.8,223.3534457727672,5076,718062.74,141.4623207249803,60869,13179621.540000001,216.5243644548128,0.08339220292759861,,,,,,,,,,,,
2022-07-30,Total,54915,12265864.9,223.36091960302286,6628,948941.97,143.17169130959564,61543,13214806.870000001,214.72477568529322,0.10769705734202102,,,,,,,,,,,,
2022-07-23,Total,44432,9863780.97,221.99723104969394,4677,685014.72,146.46455420141115,49109,10548795.690000001,214.80371601946692,0.09523712557779633,,,,,,,,,,,,
